0.704,0.219,0.077
0.704,0.22,0.076
0.704,0.221,0.075
0.704,0.222,0.074
0.704,0.223,0.073
0.704,0.224,0.072
0.704,0.225,0.071
0.704,0.226,0.07
0.704,0.227,0.069
0.704,0.228,0.068
0.704,0.229,0.067
0.704,0.23,0.066
0.704,0.231,0.065
0.704,0.232,0.064
0.704,0.233,0.063
0.704,0.234,0.062
0.704,0.235,0.061
0.704,0.236,0.06
0.704,0.237,0.059
0.704,0.238,0.058
0.704,0.239,0.057
0.704,0.24,0.056
0.704,0.241,0.055
0.704,0.242,0.054
0.704,0.243,0.053
0.704,0.244,0.052
0.704,0.245,0.051
0.704,0.246,0.05
0.704,0.247,0.049
0.704,0.248,0.048
0.704,0.249,0.047
0.704,0.25,0.046
0.705,0.195,0.1
0.705,0.196,0.099
0.705,0.197,0.098
0.705,0.198,0.097
0.705,0.199,0.096
0.705,0.2,0.095
0.705,0.201,0.094
0.705,0.202,0.093
0.705,0.203,0.092
0.705,0.204,0.091
0.705,0.205,0.09
0.705,0.206,0.089
0.705,0.207,0.088
0.705,0.208,0.087
0.705,0.209,0.086
0.705,0.21,0.085
0.705,0.211,0.084
0.705,0.212,0.083
0.705,0.213,0.082
0.705,0.214,0.081
0.705,0.215,0.08
0.705,0.216,0.079
0.705,0.217,0.078
0.705,0.218,0.077
0.705,0.219,0.076
0.705,0.22,0.075
0.705,0.221,0.074
0.705,0.222,0.073
0.705,0.223,0.072
0.705,0.224,0.071
0.705,0.225,0.07
0.705,0.226,0.069
0.705,0.227,0.068
0.705,0.228,0.067
0.705,0.229,0.066
0.705,0.23,0.065
0.705,0.231,0.064
0.705,0.232,0.063
0.705,0.233,0.062
0.705,0.234,0.061
0.705,0.235,0.06
0.705,0.236,0.059
0.705,0.237,0.058
0.705,0.238,0.057
0.705,0.239,0.056
0.705,0.24,0.055
0.705,0.241,0.054
0.705,0.242,0.053
0.705,0.243,0.052
0.705,0.244,0.051
0.705,0.245,0.05
0.705,0.246,0.049
0.705,0.247,0.048
0.705,0.248,0.047
0.705,0.249,0.046
0.705,0.25,0.045
0.706,0.194,0.1
0.706,0.195,0.099
0.706,0.196,0.098
0.706,0.197,0.097
0.706,0.198,0.096
0.706,0.199,0.095
0.706,0.2,0.094
0.706,0.201,0.093
0.706,0.202,0.092
0.706,0.203,0.091
0.706,0.204,0.09
0.706,0.205,0.089
0.706,0.206,0.088
0.706,0.207,0.087
0.706,0.208,0.086
0.706,0.209,0.085
0.706,0.21,0.084
0.706,0.211,0.083
0.706,0.212,0.082
0.706,0.213,0.081
0.706,0.214,0.08
0.706,0.215,0.079
0.706,0.216,0.078
0.706,0.217,0.077
0.706,0.218,0.076
0.706,0.219,0.075
0.706,0.22,0.074
0.706,0.221,0.073
0.706,0.222,0.072
0.706,0.223,0.071
0.706,0.224,0.07
0.706,0.225,0.069
0.706,0.226,0.068
0.706,0.227,0.067
0.706,0.228,0.066
0.706,0.229,0.065
0.706,0.23,0.064
0.706,0.231,0.063
0.706,0.232,0.062
0.706,0.233,0.061
0.706,0.234,0.06
0.706,0.235,0.059
0.706,0.236,0.058
0.706,0.237,0.057
0.706,0.238,0.056
0.706,0.239,0.055
0.706,0.24,0.054
0.706,0.241,0.053
0.706,0.242,0.052
0.706,0.243,0.051
0.706,0.244,0.05
0.706,0.245,0.049
0.706,0.246,0.048
0.706,0.247,0.047
0.706,0.248,0.046
0.706,0.249,0.045
0.706,0.25,0.044
0.707,0.193,0.1
0.707,0.194,0.099
0.707,0.195,0.098
0.707,0.196,0.097
0.707,0.197,0.096
0.707,0.198,0.095
0.707,0.199,0.094
0.707,0.2,0.093
0.707,0.201,0.092
0.707,0.202,0.091
0.707,0.203,0.09
0.707,0.204,0.089
0.707,0.205,0.088
0.707,0.206,0.087
0.707,0.207,0.086
0.707,0.208,0.085
0.707,0.209,0.084
0.707,0.21,0.083
0.707,0.211,0.082
0.707,0.212,0.081
0.707,0.213,0.08
0.707,0.214,0.079
0.707,0.215,0.078
0.707,0.216,0.077
0.707,0.217,0.076
0.707,0.218,0.075
0.707,0.219,0.074
0.707,0.22,0.073
0.707,0.221,0.072
0.707,0.222,0.071
0.707,0.223,0.07
0.707,0.224,0.069
0.707,0.225,0.068
0.707,0.226,0.067
0.707,0.227,0.066
0.707,0.228,0.065
0.707,0.229,0.064
0.707,0.23,0.063
0.707,0.231,0.062
0.707,0.232,0.061
0.707,0.233,0.06
0.707,0.234,0.059
0.707,0.235,0.058
0.707,0.236,0.057
0.707,0.237,0.056
0.707,0.238,0.055
0.707,0.239,0.054
0.707,0.24,0.053
0.707,0.241,0.052
0.707,0.242,0.051
0.707,0.243,0.05
0.707,0.244,0.049
0.707,0.245,0.048
0.707,0.246,0.047
0.707,0.247,0.046
0.707,0.248,0.045
0.707,0.249,0.044
0.707,0.25,0.043
0.708,0.192,0.1
0.708,0.193,0.099
0.708,0.194,0.098
0.708,0.195,0.097
0.708,0.196,0.096
0.708,0.197,0.095
0.708,0.198,0.094
0.708,0.199,0.093
0.708,0.2,0.092
0.708,0.201,0.091
0.708,0.202,0.09
0.708,0.203,0.089
0.708,0.204,0.088
0.708,0.205,0.087
0.708,0.206,0.086
0.708,0.207,0.085
0.708,0.208,0.084
0.708,0.209,0.083
0.708,0.21,0.082
0.708,0.211,0.081
0.708,0.212,0.08
0.708,0.213,0.079
0.708,0.214,0.078
0.708,0.215,0.077
0.708,0.216,0.076
0.708,0.217,0.075
0.708,0.218,0.074
0.708,0.219,0.073
0.708,0.22,0.072
0.708,0.221,0.071
0.708,0.222,0.07
0.708,0.223,0.069
0.708,0.224,0.068
0.708,0.225,0.067
0.708,0.226,0.066
0.708,0.227,0.065
0.708,0.228,0.064
0.708,0.229,0.063
0.708,0.23,0.062
0.708,0.231,0.061
0.708,0.232,0.06
0.708,0.233,0.059
0.708,0.234,0.058
0.708,0.235,0.057
0.708,0.236,0.056
0.708,0.237,0.055
0.708,0.238,0.054
0.708,0.239,0.053
0.708,0.24,0.052
0.708,0.241,0.051
0.708,0.242,0.05
0.708,0.243,0.049
0.708,0.244,0.048
0.708,0.245,0.047
0.708,0.246,0.046
0.708,0.247,0.045
0.708,0.248,0.044
0.708,0.249,0.043
0.708,0.25,0.042
0.709,0.191,0.1
0.709,0.192,0.099
0.709,0.193,0.098
0.709,0.194,0.097
0.709,0.195,0.096
0.709,0.196,0.095
0.709,0.197,0.094
0.709,0.198,0.093
0.709,0.199,0.092
0.709,0.2,0.091
0.709,0.201,0.09
0.709,0.202,0.089
0.709,0.203,0.088
0.709,0.204,0.087
0.709,0.205,0.086
0.709,0.206,0.085
0.709,0.207,0.084
0.709,0.208,0.083
0.709,0.209,0.082
0.709,0.21,0.081
0.709,0.211,0.08
0.709,0.212,0.079
0.709,0.213,0.078
0.709,0.214,0.077
0.709,0.215,0.076
0.709,0.216,0.075
0.709,0.217,0.074
0.709,0.218,0.073
0.709,0.219,0.072
0.709,0.22,0.071
0.709,0.221,0.07
0.709,0.222,0.069
0.709,0.223,0.068
0.709,0.224,0.067
0.709,0.225,0.066
0.709,0.226,0.065
0.709,0.227,0.064
0.709,0.228,0.063
0.709,0.229,0.062
0.709,0.23,0.061
0.709,0.231,0.06
0.709,0.232,0.059
0.709,0.233,0.058
0.709,0.234,0.057
0.709,0.235,0.056
0.709,0.236,0.055
0.709,0.237,0.054
0.709,0.238,0.053
0.709,0.239,0.052
0.709,0.24,0.051
0.709,0.241,0.05
0.709,0.242,0.049
0.709,0.243,0.048
0.709,0.244,0.047
0.709,0.245,0.046
0.709,0.246,0.045
0.709,0.247,0.044
0.709,0.248,0.043
0.709,0.249,0.042
0.709,0.25,0.041
0.71,0.19,0.1
0.71,0.191,0.099
0.71,0.192,0.098
0.71,0.193,0.097
0.71,0.194,0.096
0.71,0.195,0.095
0.71,0.196,0.094
0.71,0.197,0.093
0.71,0.198,0.092
0.71,0.199,0.091
0.71,0.2,0.09
0.71,0.201,0.089
0.71,0.202,0.088
0.71,0.203,0.087
0.71,0.204,0.086
0.71,0.205,0.085
0.71,0.206,0.084
0.71,0.207,0.083
0.71,0.208,0.082
0.71,0.209,0.081
0.71,0.21,0.08
0.71,0.211,0.079
0.71,0.212,0.078
0.71,0.213,0.077
0.71,0.214,0.076
0.71,0.215,0.075
0.71,0.216,0.074
0.71,0.217,0.073
0.71,0.218,0.072
0.71,0.219,0.071
0.71,0.22,0.07
0.71,0.221,0.069
0.71,0.222,0.068
0.71,0.223,0.067
0.71,0.224,0.066
0.71,0.225,0.065
0.71,0.226,0.064
0.71,0.227,0.063
0.71,0.228,0.062
0.71,0.229,0.061
0.71,0.23,0.06
0.71,0.231,0.059
0.71,0.232,0.058
0.71,0.233,0.057
0.71,0.234,0.056
0.71,0.235,0.055
0.71,0.236,0.054
0.71,0.237,0.053
0.71,0.238,0.052
0.71,0.239,0.051
0.71,0.24,0.05
0.71,0.241,0.049
0.71,0.242,0.048
0.71,0.243,0.047
0.71,0.244,0.046
0.71,0.245,0.045
0.71,0.246,0.044
0.71,0.247,0.043
0.71,0.248,0.042
0.71,0.249,0.041
0.71,0.25,0.04
0.711,0.189,0.1
0.711,0.19,0.099
0.711,0.191,0.098
0.711,0.192,0.097
0.711,0.193,0.096
0.711,0.194,0.095
0.711,0.195,0.094
0.711,0.196,0.093
0.711,0.197,0.092
0.711,0.198,0.091
0.711,0.199,0.09
0.711,0.2,0.089
0.711,0.201,0.088
0.711,0.202,0.087
0.711,0.203,0.086
0.711,0.204,0.085
0.711,0.205,0.084
0.711,0.206,0.083
0.711,0.207,0.082
0.711,0.208,0.081
0.711,0.209,0.08
0.711,0.21,0.079
0.711,0.211,0.078
0.711,0.212,0.077
0.711,0.213,0.076
0.711,0.214,0.075
0.711,0.215,0.074
0.711,0.216,0.073
0.711,0.217,0.072
0.711,0.218,0.071
0.711,0.219,0.07
0.711,0.22,0.069
0.711,0.221,0.068
0.711,0.222,0.067
0.711,0.223,0.066
0.711,0.224,0.065
0.711,0.225,0.064
0.711,0.226,0.063
0.711,0.227,0.062
0.711,0.228,0.061
0.711,0.229,0.06
0.711,0.23,0.059
0.711,0.231,0.058
0.711,0.232,0.057
0.711,0.233,0.056
0.711,0.234,0.055
0.711,0.235,0.054
0.711,0.236,0.053
0.711,0.237,0.052
0.711,0.238,0.051
0.711,0.239,0.05
0.711,0.24,0.049
0.711,0.241,0.048
0.711,0.242,0.047
0.711,0.243,0.046
0.711,0.244,0.045
0.711,0.245,0.044
0.711,0.246,0.043
0.711,0.247,0.042
0.711,0.248,0.041
0.711,0.249,0.04
0.711,0.25,0.039
0.712,0.188,0.1
0.712,0.189,0.099
0.712,0.19,0.098
0.712,0.191,0.097
0.712,0.192,0.096
0.712,0.193,0.095
0.712,0.194,0.094
0.712,0.195,0.093
0.712,0.196,0.092
0.712,0.197,0.091
0.712,0.198,0.09
0.712,0.199,0.089
0.712,0.2,0.088
0.712,0.201,0.087
0.712,0.202,0.086
0.712,0.203,0.085
0.712,0.204,0.084
0.712,0.205,0.083
0.712,0.206,0.082
0.712,0.207,0.081
0.712,0.208,0.08
0.712,0.209,0.079
0.712,0.21,0.078
0.712,0.211,0.077
0.712,0.212,0.076
0.712,0.213,0.075
0.712,0.214,0.074
0.712,0.215,0.073
0.712,0.216,0.072
0.712,0.217,0.071
0.712,0.218,0.07
0.712,0.219,0.069
0.712,0.22,0.068
0.712,0.221,0.067
0.712,0.222,0.066
0.712,0.223,0.065
0.712,0.224,0.064
0.712,0.225,0.063
0.712,0.226,0.062
0.712,0.227,0.061
0.712,0.228,0.06
0.712,0.229,0.059
0.712,0.23,0.058
0.712,0.231,0.057
0.712,0.232,0.056
0.712,0.233,0.055
0.712,0.234,0.054
0.712,0.235,0.053
0.712,0.236,0.052
0.712,0.237,0.051
0.712,0.238,0.05
0.712,0.239,0.049
0.712,0.24,0.048
0.712,0.241,0.047
0.712,0.242,0.046
0.712,0.243,0.045
0.712,0.244,0.044
0.712,0.245,0.043
0.712,0.246,0.042
0.712,0.247,0.041
0.712,0.248,0.04
0.712,0.249,0.039
0.712,0.25,0.038
0.713,0.187,0.1
0.713,0.188,0.099
0.713,0.189,0.098
0.713,0.19,0.097
0.713,0.191,0.096
0.713,0.192,0.095
0.713,0.193,0.094
0.713,0.194,0.093
0.713,0.195,0.092
0.713,0.196,0.091
0.713,0.197,0.09
0.713,0.198,0.089
0.713,0.199,0.088
0.713,0.2,0.087
0.713,0.201,0.086
0.713,0.202,0.085
0.713,0.203,0.084
0.713,0.204,0.083
0.713,0.205,0.082
0.713,0.206,0.081
0.713,0.207,0.08
0.713,0.208,0.079
0.713,0.209,0.078
0.713,0.21,0.077
0.713,0.211,0.076
0.713,0.212,0.075
0.713,0.213,0.074
0.713,0.214,0.073
0.713,0.215,0.072
0.713,0.216,0.071
0.713,0.217,0.07
0.713,0.218,0.069
0.713,0.219,0.068
0.713,0.22,0.067
0.713,0.221,0.066
0.713,0.222,0.065
0.713,0.223,0.064
0.713,0.224,0.063
0.713,0.225,0.062
0.713,0.226,0.061
0.713,0.227,0.06
0.713,0.228,0.059
0.713,0.229,0.058
0.713,0.23,0.057
0.713,0.231,0.056
0.713,0.232,0.055
0.713,0.233,0.054
0.713,0.234,0.053
0.713,0.235,0.052
0.713,0.236,0.051
0.713,0.237,0.05
0.713,0.238,0.049
0.713,0.239,0.048
0.713,0.24,0.047
0.713,0.241,0.046
0.713,0.242,0.045
0.713,0.243,0.044
0.713,0.244,0.043
0.713,0.245,0.042
0.713,0.246,0.041
0.713,0.247,0.04
0.713,0.248,0.039
0.713,0.249,0.038
0.713,0.25,0.037
0.714,0.186,0.1
0.714,0.187,0.099
0.714,0.188,0.098
0.714,0.189,0.097
0.714,0.19,0.096
0.714,0.191,0.095
0.714,0.192,0.094
0.714,0.193,0.093
0.714,0.194,0.092
0.714,0.195,0.091
0.714,0.196,0.09
0.714,0.197,0.089
0.714,0.198,0.088
0.714,0.199,0.087
0.714,0.2,0.086
0.714,0.201,0.085
0.714,0.202,0.084
0.714,0.203,0.083
0.714,0.204,0.082
0.714,0.205,0.081
0.714,0.206,0.08
0.714,0.207,0.079
0.714,0.208,0.078
0.714,0.209,0.077
0.714,0.21,0.076
0.714,0.211,0.075
0.714,0.212,0.074
0.714,0.213,0.073
0.714,0.214,0.072
0.714,0.215,0.071
0.714,0.216,0.07
0.714,0.217,0.069
0.714,0.218,0.068
0.714,0.219,0.067
0.714,0.22,0.066
0.714,0.221,0.065
0.714,0.222,0.064
0.714,0.223,0.063
0.714,0.224,0.062
0.714,0.225,0.061
0.714,0.226,0.06
0.714,0.227,0.059
0.714,0.228,0.058
0.714,0.229,0.057
0.714,0.23,0.056
0.714,0.231,0.055
0.714,0.232,0.054
0.714,0.233,0.053
0.714,0.234,0.052
0.714,0.235,0.051
0.714,0.236,0.05
0.714,0.237,0.049
0.714,0.238,0.048
0.714,0.239,0.047
0.714,0.24,0.046
0.714,0.241,0.045
0.714,0.242,0.044
0.714,0.243,0.043
0.714,0.244,0.042
0.714,0.245,0.041
0.714,0.246,0.04
0.714,0.247,0.039
0.714,0.248,0.038
0.714,0.249,0.037
0.714,0.25,0.036
0.715,0.185,0.1
0.715,0.186,0.099
0.715,0.187,0.098
0.715,0.188,0.097
0.715,0.189,0.096
0.715,0.19,0.095
0.715,0.191,0.094
0.715,0.192,0.093
0.715,0.193,0.092
0.715,0.194,0.091
0.715,0.195,0.09
0.715,0.196,0.089
0.715,0.197,0.088
0.715,0.198,0.087
0.715,0.199,0.086
0.715,0.2,0.085
0.715,0.201,0.084
0.715,0.202,0.083
0.715,0.203,0.082
0.715,0.204,0.081
0.715,0.205,0.08
0.715,0.206,0.079
0.715,0.207,0.078
0.715,0.208,0.077
0.715,0.209,0.076
0.715,0.21,0.075
0.715,0.211,0.074
0.715,0.212,0.073
0.715,0.213,0.072
0.715,0.214,0.071
0.715,0.215,0.07
0.715,0.216,0.069
0.715,0.217,0.068
0.715,0.218,0.067
0.715,0.219,0.066
0.715,0.22,0.065
0.715,0.221,0.064
0.715,0.222,0.063
0.715,0.223,0.062
0.715,0.224,0.061
0.715,0.225,0.06
0.715,0.226,0.059
0.715,0.227,0.058
0.715,0.228,0.057
0.715,0.229,0.056
0.715,0.23,0.055
0.715,0.231,0.054
0.715,0.232,0.053
0.715,0.233,0.052
0.715,0.234,0.051
0.715,0.235,0.05
0.715,0.236,0.049
0.715,0.237,0.048
0.715,0.238,0.047
0.715,0.239,0.046
0.715,0.24,0.045
0.715,0.241,0.044
0.715,0.242,0.043
0.715,0.243,0.042
0.715,0.244,0.041
0.715,0.245,0.04
0.715,0.246,0.039
0.715,0.247,0.038
0.715,0.248,0.037
0.715,0.249,0.036
0.715,0.25,0.035
0.716,0.184,0.1
0.716,0.185,0.099
0.716,0.186,0.098
0.716,0.187,0.097
0.716,0.188,0.096
0.716,0.189,0.095
0.716,0.19,0.094
0.716,0.191,0.093
0.716,0.192,0.092
0.716,0.193,0.091
0.716,0.194,0.09
0.716,0.195,0.089
0.716,0.196,0.088
0.716,0.197,0.087
0.716,0.198,0.086
0.716,0.199,0.085
0.716,0.2,0.084
0.716,0.201,0.083
0.716,0.202,0.082
0.716,0.203,0.081
0.716,0.204,0.08
0.716,0.205,0.079
0.716,0.206,0.078
0.716,0.207,0.077
0.716,0.208,0.076
0.716,0.209,0.075
0.716,0.21,0.074
0.716,0.211,0.073
0.716,0.212,0.072
0.716,0.213,0.071
0.716,0.214,0.07
0.716,0.215,0.069
0.716,0.216,0.068
0.716,0.217,0.067
0.716,0.218,0.066
0.716,0.219,0.065
0.716,0.22,0.064
0.716,0.221,0.063
0.716,0.222,0.062
0.716,0.223,0.061
0.716,0.224,0.06
0.716,0.225,0.059
0.716,0.226,0.058
0.716,0.227,0.057
0.716,0.228,0.056
0.716,0.229,0.055
0.716,0.23,0.054
0.716,0.231,0.053
0.716,0.232,0.052
0.716,0.233,0.051
0.716,0.234,0.05
0.716,0.235,0.049
0.716,0.236,0.048
0.716,0.237,0.047
0.716,0.238,0.046
0.716,0.239,0.045
0.716,0.24,0.044
0.716,0.241,0.043
0.716,0.242,0.042
0.716,0.243,0.041
0.716,0.244,0.04
0.716,0.245,0.039
0.716,0.246,0.038
0.716,0.247,0.037
0.716,0.248,0.036
0.716,0.249,0.035
0.716,0.25,0.034
0.717,0.183,0.1
0.717,0.184,0.099
0.717,0.185,0.098
0.717,0.186,0.097
0.717,0.187,0.096
0.717,0.188,0.095
0.717,0.189,0.094
0.717,0.19,0.093
0.717,0.191,0.092
0.717,0.192,0.091
0.717,0.193,0.09
0.717,0.194,0.089
0.717,0.195,0.088
0.717,0.196,0.087
0.717,0.197,0.086
0.717,0.198,0.085
0.717,0.199,0.084
0.717,0.2,0.083
0.717,0.201,0.082
0.717,0.202,0.081
0.717,0.203,0.08
0.717,0.204,0.079
0.717,0.205,0.078
0.717,0.206,0.077
0.717,0.207,0.076
0.717,0.208,0.075
0.717,0.209,0.074
0.717,0.21,0.073
0.717,0.211,0.072
0.717,0.212,0.071
0.717,0.213,0.07
0.717,0.214,0.069
0.717,0.215,0.068
0.717,0.216,0.067
0.717,0.217,0.066
0.717,0.218,0.065
0.717,0.219,0.064
0.717,0.22,0.063
0.717,0.221,0.062
0.717,0.222,0.061
0.717,0.223,0.06
0.717,0.224,0.059
0.717,0.225,0.058
0.717,0.226,0.057
0.717,0.227,0.056
0.717,0.228,0.055
0.717,0.229,0.054
0.717,0.23,0.053
0.717,0.231,0.052
0.717,0.232,0.051
0.717,0.233,0.05
0.717,0.234,0.049
0.717,0.235,0.048
0.717,0.236,0.047
0.717,0.237,0.046
0.717,0.238,0.045
0.717,0.239,0.044
0.717,0.24,0.043
0.717,0.241,0.042
0.717,0.242,0.041
0.717,0.243,0.04
0.717,0.244,0.039
0.717,0.245,0.038
0.717,0.246,0.037
0.717,0.247,0.036
0.717,0.248,0.035
0.717,0.249,0.034
0.717,0.25,0.033
0.718,0.182,0.1
0.718,0.183,0.099
0.718,0.184,0.098
0.718,0.185,0.097
0.718,0.186,0.096
0.718,0.187,0.095
0.718,0.188,0.094
0.718,0.189,0.093
0.718,0.19,0.092
0.718,0.191,0.091
0.718,0.192,0.09
0.718,0.193,0.089
0.718,0.194,0.088
0.718,0.195,0.087
0.718,0.196,0.086
0.718,0.197,0.085
0.718,0.198,0.084
0.718,0.199,0.083
0.718,0.2,0.082
0.718,0.201,0.081
0.718,0.202,0.08
0.718,0.203,0.079
0.718,0.204,0.078
0.718,0.205,0.077
0.718,0.206,0.076
0.718,0.207,0.075
0.718,0.208,0.074
0.718,0.209,0.073
0.718,0.21,0.072
0.718,0.211,0.071
0.718,0.212,0.07
0.718,0.213,0.069
0.718,0.214,0.068
0.718,0.215,0.067
0.718,0.216,0.066
0.718,0.217,0.065
0.718,0.218,0.064
0.718,0.219,0.063
0.718,0.22,0.062
0.718,0.221,0.061
0.718,0.222,0.06
0.718,0.223,0.059
0.718,0.224,0.058
0.718,0.225,0.057
0.718,0.226,0.056
0.718,0.227,0.055
0.718,0.228,0.054
0.718,0.229,0.053
0.718,0.23,0.052
0.718,0.231,0.051
0.718,0.232,0.05
0.718,0.233,0.049
0.718,0.234,0.048
0.718,0.235,0.047
0.718,0.236,0.046
0.718,0.237,0.045
0.718,0.238,0.044
0.718,0.239,0.043
0.718,0.24,0.042
0.718,0.241,0.041
0.718,0.242,0.04
0.718,0.243,0.039
0.718,0.244,0.038
0.718,0.245,0.037
0.718,0.246,0.036
0.718,0.247,0.035
0.718,0.248,0.034
0.718,0.249,0.033
0.718,0.25,0.032
0.719,0.181,0.1
0.719,0.182,0.099
0.719,0.183,0.098
0.719,0.184,0.097
0.719,0.185,0.096
0.719,0.186,0.095
0.719,0.187,0.094
0.719,0.188,0.093
0.719,0.189,0.092
0.719,0.19,0.091
0.719,0.191,0.09
0.719,0.192,0.089
0.719,0.193,0.088
0.719,0.194,0.087
0.719,0.195,0.086
0.719,0.196,0.085
0.719,0.197,0.084
0.719,0.198,0.083
0.719,0.199,0.082
0.719,0.2,0.081
0.719,0.201,0.08
0.719,0.202,0.079
0.719,0.203,0.078
0.719,0.204,0.077
0.719,0.205,0.076
0.719,0.206,0.075
